lex	word	POS	род	падеж	число	вид	переходность	время	наклонение	лицо	форма прилагательных	залог	степень сравнения
принимать	принял	V	муж		ед	сов		прош	изъяв				
он	его	SPRO	муж	вин	ед					3-л			
холодно	холодно	ADV											
и	и	CONJ											
он	он	SPRO	муж	им	ед					3-л			
безо	безо	PR											
всякий	всякого	APRO	муж	вин	ед						полн		
сожаление	сожаления	S	сред	вин	мн								
от	от	PR											
я	меня	SPRO		вин	ед					1-л			
удаляться	удалился	V	муж		ед	сов	нп	прош	изъяв				
я	я	SPRO		им	ед					1-л			
он	его	SPRO	муж	вин	ед					3-л			
возненавидеть	возненавидел	V	муж		ед	сов	пе	прош	изъяв				
успех	успехи	S	муж	вин	мн								
он	его	SPRO	муж	вин	ед					3-л			
в	в	PR											
полк	полку	S	муж	дат	ед								
и	и	CONJ											
в	в	PR											
общество	обществе	S	сред	пр	ед								
женщина	женщин	S	жен	вин	мн								
приводить	приводили	V			мн	несов	пе	прош	изъяв				
я	меня	SPRO		вин	ед					1-л			
в	в	PR											
совершенный	совершенное	A	сред	вин	ед						полн		
отчаяние	отчаяние	S	сред	вин	ед								
я	я	SPRO		им	ед					1-л			
становиться	стал	V	муж		ед	сов	нп	прош	изъяв				
искать	искать	V				несов	пе		инф				
с	с	PR											
он	ним	SPRO	муж	твор	ед					3-л			
ссора	ссоры	S	жен	вин	мн								
на	на	PR											
эпиграмма	эпиграммы	S	жен	вин	мн								
мой	мои	APRO		им	мн								
отвечать	отвечал	V	муж		ед	несов	нп	прош	изъяв				
он	он	SPRO	муж	им	ед					3-л			
эпиграмма	эпиграммами	S	жен	твор	мн								
который	которые	APRO		им	мн								
всегда	всегда	ADVPRO											
казаться	казались	V			мн	несов	нп	прош	изъяв				
я	мне	SPRO		пр	ед					1-л			
неожиданно	неожиданнее	ADV											срав
и	и	CONJ											
острый	острее	A											срав
мой	моих	APRO		пр	мн								
и	и	CONJ											
который	которые	APRO		им	мн								
конечно	конечно	ADV											
не	не	PART											
в	в	PR											
пример	пример	S	муж	вин	ед								
быть	были	V			мн	несов	нп	прош	изъяв				
весело	веселее	ADV											срав
он	он	SPRO	муж	им	ед					3-л			
шутить	шутил	V	муж		ед	несов	нп	прош	изъяв				
а	а	CONJ											
я	я	SPRO		им	ед					1-л			
злобствовать	злобствовал	V	муж		ед	несов	нп	прош	изъяв				
наконец	наконец	ADV											
однажды	однажды	ADV											
на	на	PR											
бал	бале	S	муж	пр	ед								
у	у	PR											
польский	польского	A	муж	вин	ед						полн		
помещик	помещика	S	муж	вин	ед								
видеть	видя	V				несов	пе	непрош	деепр				
его	его	APRO	жен	пр	мн								
предмет	предметом	S	муж	твор	ед								
внимание	внимания	S	сред	вин	мн								
весь	всех	APRO		пр	мн								
дама	дам	S	жен	вин	мн								
и	и	CONJ											
особенно	особенно	ADV											
самый	самой	APRO	жен	пр	ед								
хозяйка	хозяйки	S	жен	род	ед								
бывший	бывшей	A	жен	пр	ед						полн		
со	со	PR											
я	мною	SPRO		твор	ед					1-л			
в	в	PR											
связь	связи	S	жен	пр	ед								
я	я	SPRO		им	ед					1-л			
сказать	сказал	V	муж		ед	сов	пе	прош	изъяв				
он	ему	SPRO	муж	дат	ед					3-л			
на	на	PR											
ухо	ухо	S	сред	вин	ед								
какой-то	какую-то	APRO	жен	вин	ед								
плоский	плоскую	A	жен	вин	ед						полн		
грубость	грубость	S	жен	вин	ед								
он	он	SPRO	муж	им	ед					3-л			
вспыхивать	вспыхнул	V	муж		ед	сов	нп	прош	изъяв				
и	и	CONJ											
давать	дал	V	муж		ед	сов	пе	прош	изъяв				
я	мне	SPRO		пр	ед					1-л			
пощечина	пощечину	S	жен	вин	ед								
мы	мы	SPRO		им	мн					1-л			
бросаться	бросились	V			мн	сов	нп	прош	изъяв				
к	к	PR											
сабля	саблям	S	жен	дат	мн								
дама	дамы	S	жен	род	ед								
попадать	попадали	V			мн	несов	нп	прош	изъяв				
в	в	PR											
обморок	обморок	S	муж	вин	ед								
мы	нас	SPRO		пр	мн					1-л			
растаскивать	растащили	V			мн	сов		прош	изъяв				
и	и	CONJ											
в	в	PR											
тот	ту	APRO	жен	вин	ед								
же	же	PART											
ночь	ночь	S	жен	вин	ед								
поехать	поехали	V			мн	сов	нп	прош	изъяв				
мы	мы	SPRO		им	мн					1-л			
драться	драться	V				несов	нп		инф				
это	это	SPRO	сред	вин	ед								
быть	было	V	сред		ед	несов	нп	прош	изъяв				
на	на	PR											
рассвет	рассвете	S	муж	пр	ед								
я	я	SPRO		им	ед					1-л			
стоять	стоял	V	муж		ед	несов	нп	прош	изъяв				
на	на	PR											
назначать	назначенном	V	муж	пр	ед	сов	пе	прош	прич		полн	страд	
место	месте	S	сред	пр	ед								
с	с	PR											
мой	моими	APRO		твор	мн								
три	тремя	NUM		твор									
секундант	секундантами	S	муж	твор	мн								
с	с	PR											
неизъяснимый	неизъяснимым	A	муж	дат	мн						полн		
нетерпение	нетерпением	S	сред	твор	ед								
ожидать	ожидал	V	муж		ед	несов	пе	прош	изъяв				
я	я	SPRO		им	ед					1-л			
мой	моего	APRO	муж	вин	ед								
противник	противника	S	муж	вин	ед								
весенний	весеннее	A	сред	вин	ед						полн		
солнце	солнце	S	сред	пр	ед								
восходить	взошло	V	сред		ед	сов	нп	прош	изъяв				
